,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,previous,y
36197,52,7,0,1,43,1,1,11,8,131,2,0,0
36198,38,0,2,1,3049,1,1,11,8,225,1,1,0
36199,50,1,1,1,372,1,0,11,8,21,1,0,0
36200,44,7,0,1,0,1,0,11,8,151,2,2,0
36201,27,7,2,2,536,1,0,11,8,105,3,0,0
36202,45,0,1,0,542,0,0,11,8,8,5,3,0
36203,58,0,0,1,3058,1,0,11,8,114,1,1,0
36204,40,9,2,1,3,1,1,11,8,154,1,9,0
36205,51,1,0,0,602,1,0,11,8,347,1,2,0
36206,51,4,2,2,-55,1,0,11,8,281,2,6,0
36207,37,1,2,0,275,1,0,11,8,103,1,1,0
36208,35,0,1,0,189,1,0,11,8,95,1,0,0
36210,43,7,2,2,553,0,0,11,8,323,1,0,0
36211,48,1,1,0,1080,1,0,11,8,197,2,0,0
36212,42,4,1,1,1042,1,0,11,8,465,1,3,0
36213,41,1,1,1,1219,1,0,11,8,628,1,0,0
36214,28,7,2,1,117,1,0,11,8,133,1,0,0
36215,38,4,2,2,493,1,0,11,8,553,1,7,0
36216,29,9,2,2,452,1,0,11,8,59,1,0,0
36217,41,6,1,1,28,1,0,11,8,49,1,0,0
36219,41,1,1,1,306,1,0,11,8,86,1,2,0
36221,34,1,1,0,1756,1,1,11,8,58,1,0,0
36222,48,0,0,1,1282,1,0,11,8,123,2,2,0
36223,43,7,1,1,-416,1,1,11,8,114,1,3,0
36224,41,1,1,0,595,1,0,11,8,54,1,0,0
36225,40,4,1,2,0,0,0,11,8,41,1,0,0
36226,39,7,2,1,322,1,0,11,8,35,1,1,0
36227,33,3,1,0,451,1,0,11,8,327,1,0,0
36228,42,1,1,1,1449,1,0,11,8,177,1,1,0
36229,48,10,0,1,583,1,0,11,8,68,1,0,0
36230,37,10,2,1,0,1,0,11,8,125,1,0,0
36231,32,4,0,2,1145,1,0,11,8,580,1,4,0
36232,24,1,2,1,1,1,0,11,8,79,2,0,0
36234,41,0,1,1,1395,1,1,11,8,85,1,2,0
36235,29,7,2,1,31,1,0,11,8,82,1,3,0
36236,36,2,1,1,0,1,0,11,8,187,1,1,0
36237,55,4,0,3,0,1,0,11,8,29,3,0,0
36238,45,1,0,0,102,1,0,11,8,282,1,0,0
36239,34,7,2,1,-701,1,0,11,8,610,2,0,1
36240,44,4,1,2,-1636,1,1,11,8,257,1,0,0
36241,29,1,1,1,415,1,0,11,8,128,3,0,0
36242,36,9,2,1,1615,1,0,11,8,622,1,0,0
36243,42,0,1,1,1450,0,0,11,8,489,2,1,0
36245,37,4,1,2,293,1,0,11,8,304,1,4,0
36246,39,6,1,1,266,0,0,11,8,102,2,0,0
36247,29,9,2,2,910,1,0,11,8,278,1,0,0
36248,34,0,2,1,0,1,0,11,8,66,1,3,0
36249,44,4,1,2,0,1,0,11,8,78,2,3,0
36250,42,9,1,1,613,1,0,11,8,432,2,0,0
36251,41,10,1,0,101,1,0,11,8,275,1,0,0
36252,42,9,1,1,679,1,0,11,8,146,2,0,0
36253,35,1,1,3,245,1,0,11,8,134,2,1,0
36254,45,1,1,0,503,1,0,11,8,313,1,2,0
36255,46,9,1,1,1740,1,0,11,8,333,1,0,0
36257,40,7,1,1,51,1,0,11,8,50,1,0,0
36258,37,0,2,1,20,1,0,11,8,207,1,1,0
36259,32,7,2,1,-23,0,0,11,8,185,1,1,0
36260,38,2,2,0,154,1,0,11,8,197,1,0,0
36262,37,1,1,1,223,1,0,11,8,552,2,2,0
36263,33,1,1,1,2366,1,0,11,8,249,1,2,0
36265,52,1,2,1,201,1,0,11,8,412,1,3,0
36266,39,7,1,1,93,1,0,11,8,72,4,0,0
36267,39,1,1,0,1506,1,0,11,8,299,2,0,0
36268,50,0,1,1,326,1,0,11,8,124,1,2,0
36269,26,4,1,2,5,1,0,11,8,251,1,2,0
36270,37,0,2,1,-17,1,0,11,8,400,2,2,0
36273,37,1,1,1,771,1,0,11,8,262,2,4,0
36274,27,1,2,1,100,1,0,11,8,177,4,1,0
36275,52,7,1,1,-178,1,1,11,8,124,2,1,0
36276,31,6,1,1,2153,1,0,11,8,239,3,1,0
36277,59,6,1,2,0,1,0,11,8,89,1,0,0
36278,44,4,1,1,491,1,1,11,8,40,4,0,0
36279,53,1,1,1,-102,1,0,11,8,52,2,0,0
36281,50,0,0,1,-458,1,0,11,8,294,2,0,0
36283,32,1,0,1,-15,1,1,11,8,132,3,0,0
36284,51,1,1,0,581,1,0,11,8,282,1,0,0
36285,21,8,2,1,398,1,0,11,8,295,3,0,0
36286,56,6,0,2,966,1,0,11,8,505,2,0,0
36287,36,4,2,2,1400,1,0,11,8,608,3,0,1
36288,58,7,1,1,1301,1,0,11,8,261,1,2,0
36289,52,7,1,1,540,1,0,11,8,154,2,2,0
36290,35,7,1,1,-315,1,0,11,8,330,2,2,0
36291,38,4,1,2,-120,1,0,11,8,148,1,2,0
36292,43,0,2,1,426,1,0,11,8,76,2,2,0
36293,45,1,1,0,456,1,0,11,8,255,1,0,0
36294,41,3,1,1,81,1,0,11,8,193,1,0,0
36296,32,6,2,1,-616,1,0,11,8,74,1,0,0
36298,33,1,0,0,142,1,0,11,8,41,2,5,0
36299,58,4,2,2,2,1,0,11,8,168,3,0,0
36301,44,1,1,0,976,1,0,11,8,164,2,0,0
36302,50,2,1,0,199,0,0,11,8,228,2,2,0
36303,30,0,1,1,11,1,0,11,8,157,1,0,0
36304,44,7,1,1,0,1,1,11,8,161,1,0,0
36305,36,1,2,1,151,1,0,11,8,327,1,0,0
36307,49,1,1,1,0,1,0,11,8,52,1,0,0
36308,35,1,2,1,0,1,0,11,8,371,1,1,0
36309,32,1,2,1,-84,1,0,11,8,426,1,0,0
36310,32,7,2,1,101,1,0,11,8,369,1,0,0
36311,43,7,1,1,216,1,1,11,8,129,1,0,0
36312,42,0,2,1,1453,1,0,11,8,264,1,0,0
36313,41,7,0,1,727,1,0,11,8,246,1,0,0
36314,44,4,1,2,254,1,1,11,8,145,2,3,0
36315,52,7,2,1,0,1,0,11,8,329,2,0,0
36316,30,4,1,2,740,1,1,11,8,242,3,1,0
36317,35,1,1,0,-367,1,0,11,8,77,1,1,0
36318,56,5,1,1,102,1,0,11,8,267,1,1,0
36319,40,0,1,1,1011,1,0,11,8,160,2,0,0
36320,37,7,1,1,812,1,1,11,8,184,2,0,0
36321,46,0,2,3,306,1,0,11,8,289,5,0,0
36322,44,1,1,1,1071,1,0,11,8,143,3,1,0
36323,37,0,0,1,246,1,0,11,8,288,1,2,0
36324,41,7,1,1,1319,1,0,11,8,305,1,0,0
36325,33,0,0,1,-331,1,1,11,8,186,2,3,0
36326,38,4,0,0,2064,1,0,11,8,296,1,0,0
36327,42,1,1,1,352,1,0,11,8,79,3,0,0
36328,47,9,1,1,1571,1,0,11,8,261,1,2,0
36329,36,1,1,1,779,1,0,11,8,240,1,0,0
36330,40,7,1,1,695,1,0,11,8,270,1,10,0
36331,34,1,2,1,213,1,0,11,8,47,1,2,0
36332,34,1,1,0,333,1,1,11,8,63,1,0,0
36333,38,1,1,0,759,1,0,11,8,57,1,0,0
36334,43,1,1,0,1579,1,0,11,8,176,1,4,0
36335,36,1,0,1,-523,1,1,11,8,193,1,17,0
36336,53,1,0,1,640,1,0,11,8,321,2,0,0
36337,34,1,1,1,-29,1,0,11,8,200,2,2,0
36338,37,1,1,3,83,1,0,11,8,161,1,0,0
36339,39,7,1,1,1005,1,1,11,8,204,1,2,0
36340,28,9,1,1,448,1,0,11,8,188,2,3,0
36341,30,0,1,1,692,1,0,11,8,290,1,0,0
36342,46,1,1,1,-27,1,0,11,8,254,1,0,0
36344,36,1,0,0,0,1,0,11,8,97,2,1,0
36345,57,9,1,1,124,1,0,11,8,296,1,12,0
36346,25,6,2,2,931,1,0,11,8,263,2,4,0
36347,34,0,1,1,580,1,1,11,8,228,1,0,0
36348,41,1,1,1,926,1,0,11,8,306,2,1,0
36350,42,1,1,1,3068,1,1,11,8,429,2,0,0
36352,34,0,2,1,395,1,0,11,8,150,2,8,0
36353,39,1,0,1,0,1,0,11,8,275,2,1,0
36354,34,0,1,1,148,1,0,11,8,160,2,0,0
36355,38,7,1,1,0,1,1,11,8,125,2,2,0
36356,38,7,1,1,3039,1,1,11,8,146,2,0,0
36357,50,2,1,1,533,1,0,11,8,171,2,0,0
36358,29,1,2,1,558,1,0,11,8,142,1,0,0
36359,48,2,1,1,0,1,0,11,8,430,3,0,0
36360,50,1,1,1,1400,1,0,11,8,189,1,0,0
36362,45,7,1,1,462,1,0,11,8,65,2,0,0
36363,48,1,1,0,643,1,0,11,8,66,4,7,0
36364,42,1,1,1,-204,1,0,11,8,34,1,7,0
36365,29,1,1,1,195,1,0,11,8,333,1,0,0
36366,44,1,0,1,370,1,0,11,8,128,1,1,0
36367,54,4,1,2,397,1,0,11,8,102,1,0,0
36368,33,4,2,2,48,1,0,11,8,400,1,5,0
36369,37,1,1,3,622,1,0,11,8,175,1,0,0
36370,38,2,1,2,946,1,0,11,8,69,1,0,0
36371,39,9,1,1,626,1,0,11,8,126,2,0,0
36372,37,9,1,0,1653,1,1,11,8,285,2,10,0
36373,33,7,2,1,-530,1,1,11,8,168,5,0,0
36374,57,9,0,1,99,1,0,11,8,133,2,2,0
36375,39,9,1,1,27,1,0,11,8,147,3,4,0
36376,38,1,1,1,1370,1,0,11,8,472,2,0,0
36377,42,1,0,1,498,1,0,11,8,173,2,0,0
36378,44,1,1,0,-420,1,0,11,8,220,2,0,0
36379,32,1,1,0,0,1,0,11,8,130,3,0,0
36380,47,6,0,1,510,1,0,11,8,299,3,0,0
36382,34,7,1,1,-333,1,0,11,8,218,4,5,0
36383,50,1,1,0,1549,1,0,11,8,445,2,6,0
36385,35,7,2,1,313,1,0,11,8,195,2,3,0
36386,37,4,1,2,0,1,0,11,8,148,2,0,0
36387,31,2,1,2,425,1,0,11,8,96,2,0,0
36388,38,1,1,1,422,1,0,11,8,286,3,0,0
36389,36,1,2,1,1089,1,0,11,8,75,4,0,0
36390,55,4,1,2,42,1,0,11,8,386,2,0,0
36391,43,1,1,0,582,1,0,11,8,544,3,0,0
36392,48,7,1,0,222,1,0,11,8,127,2,1,0
36393,38,1,1,1,861,1,0,11,8,565,2,0,0
36394,35,4,1,2,244,1,0,11,8,155,2,1,0
36395,32,1,1,0,1,1,0,11,8,184,4,0,0
36396,47,1,1,0,373,1,0,11,8,480,2,0,0
36398,53,10,1,1,-233,1,0,11,8,133,3,0,0
36399,53,1,1,1,248,1,0,11,8,193,2,0,0
36400,55,4,1,2,154,0,0,11,8,70,2,3,0
36401,36,9,1,2,1473,1,1,11,8,206,2,0,0
36402,31,1,2,1,1598,1,0,11,8,152,2,1,0
36403,41,0,1,1,542,1,0,11,8,64,2,1,0
36404,52,7,0,1,0,1,0,11,8,243,2,0,0
36405,36,1,2,1,219,1,1,11,8,270,2,1,0
36406,59,7,1,1,0,1,0,11,8,437,2,5,0
36407,34,9,2,1,174,0,0,11,8,259,4,0,0
36408,46,0,0,1,875,1,1,11,8,269,3,2,0
36409,37,9,0,1,284,1,0,11,8,182,5,0,0
36410,39,4,1,2,1362,1,0,11,8,447,2,0,0
36411,53,1,1,0,238,1,0,11,8,238,2,5,0
36413,48,7,2,1,-470,1,0,11,8,410,2,11,0
36414,46,1,0,0,916,1,0,11,8,472,2,0,0
36415,31,1,1,0,240,1,1,11,8,254,2,0,0
36416,30,0,2,2,0,1,0,11,8,56,3,0,0
36417,35,9,1,1,6,1,0,11,8,204,2,2,0
36418,49,0,1,1,1120,1,0,11,8,226,2,0,0
36420,49,4,2,1,-18,1,0,11,8,217,3,4,0
36422,38,1,1,1,279,1,0,11,8,379,3,0,0
36424,32,9,2,1,271,1,1,11,8,271,2,0,0
36425,31,2,1,1,162,1,1,11,8,0,2,0,0
36426,50,2,1,2,388,1,0,11,8,258,4,2,0
36427,37,9,2,2,555,1,0,11,8,180,3,0,0
36428,32,1,1,1,222,1,0,11,8,298,2,0,0
36429,44,1,2,1,184,1,0,11,8,196,2,0,0
36430,44,0,2,1,-497,1,0,11,8,115,2,2,0
36431,42,10,1,1,-523,1,0,11,8,327,2,0,0
36433,35,1,1,0,202,1,1,11,8,72,2,0,0
36434,31,4,1,2,414,1,0,11,8,498,2,0,0
36436,46,1,1,1,2603,1,1,11,8,50,3,2,0
36437,31,9,1,1,467,1,0,11,8,171,2,0,0
36438,45,7,1,1,744,1,0,11,8,211,2,1,0
36439,51,0,1,3,-1137,1,1,11,8,567,3,1,0
36441,42,9,1,1,83,1,1,11,8,120,2,0,0
36442,55,6,1,0,468,1,0,11,8,214,2,0,0
36444,55,1,1,3,-361,1,0,11,8,82,2,1,0
36445,37,1,1,1,1165,1,0,11,8,304,3,7,0
36446,27,9,2,1,297,0,0,11,8,273,5,0,0
36447,29,1,2,1,309,1,0,11,8,471,3,0,0
36449,35,1,1,0,151,1,0,11,8,301,2,6,0
36450,31,9,2,1,2377,1,0,11,8,350,3,0,0
36451,52,4,1,2,-11,1,0,11,8,94,4,0,0
36454,36,7,2,1,2409,1,1,11,8,338,2,0,0
36455,41,1,1,1,2067,1,0,11,8,208,4,4,0
36457,50,1,1,0,0,1,0,11,8,503,3,2,0
36459,50,6,1,2,50,1,0,11,8,142,5,0,0
36460,34,1,1,1,10,1,1,11,8,196,2,1,0
36461,56,7,0,1,141,1,0,11,8,63,2,2,0
36462,42,7,1,1,292,1,0,11,8,222,3,0,0
36463,48,9,2,2,-551,1,0,11,8,168,2,0,0
36466,32,4,2,2,473,1,0,11,8,72,2,1,0
36467,41,1,1,1,0,1,0,11,8,273,3,0,0
36468,38,1,2,0,0,1,0,11,8,284,4,0,0
36469,56,0,0,1,279,1,0,11,8,288,2,0,0
36470,54,0,1,1,956,1,1,11,8,136,2,1,0
36471,36,0,0,1,543,1,0,11,8,66,3,0,0
36472,26,8,2,2,249,1,0,11,8,445,2,1,0
36474,35,0,2,1,847,1,0,11,8,85,2,0,0
36476,43,1,1,0,0,1,0,12,8,48,3,4,0
36477,37,1,2,0,1388,1,0,12,8,66,2,1,0
36478,46,7,0,1,124,1,1,12,8,81,4,0,0
36479,33,1,1,1,-253,1,0,12,8,89,3,0,0
36480,31,10,2,1,-15,1,0,12,8,278,2,3,0
36481,37,0,1,1,1415,1,0,12,8,214,2,0,0
36482,29,4,2,2,0,1,0,12,8,116,2,0,0
36483,36,1,1,1,-185,1,0,12,8,167,2,2,0
36484,31,7,0,1,62,1,0,12,8,56,3,3,0
36486,36,1,2,0,109,1,0,12,8,200,2,2,0
36487,46,0,1,3,-1092,1,0,12,8,75,5,0,0
36488,27,9,2,1,235,1,0,12,8,13,5,0,0
36490,42,4,1,1,218,1,0,12,8,134,2,1,0
36496,55,1,1,0,1649,1,0,12,8,52,3,0,0
36497,30,7,2,1,297,1,0,12,8,255,2,0,0
36498,41,4,1,0,362,1,0,12,8,217,3,0,0
36499,43,0,2,1,277,1,0,12,8,315,2,1,0
36500,59,7,1,1,0,1,0,12,8,214,3,0,0
36501,50,6,1,1,0,1,0,12,8,352,2,11,0
36502,59,2,1,2,146,1,0,12,8,97,3,6,0
36503,33,7,2,1,310,1,0,12,8,54,2,1,0
36504,54,1,1,0,0,1,0,12,8,77,4,2,0
36505,34,1,1,1,0,1,1,12,8,34,2,12,0
36506,41,1,1,1,-648,1,0,12,8,104,3,2,0
36510,58,5,1,1,502,1,0,12,8,197,2,3,0
36511,41,5,2,1,1734,1,0,12,8,151,2,4,0
36512,39,0,1,1,2783,1,0,12,8,131,2,0,0
36515,33,5,1,0,171,1,0,12,8,304,3,0,0
36516,36,0,0,1,-811,1,0,12,8,365,2,0,1
36520,40,7,0,1,768,1,0,12,8,138,3,0,0
36521,34,1,1,1,2,1,0,12,8,6,5,0,0
36522,34,4,1,2,156,1,0,12,8,63,1,0,0
36523,26,8,2,2,2182,1,0,12,8,42,1,1,0
36524,45,7,1,0,627,1,0,12,8,271,1,0,0
36525,27,1,2,1,541,1,0,12,8,341,1,0,0
36526,41,1,1,1,849,1,1,12,8,100,4,0,0
36527,43,9,1,2,591,1,0,12,8,123,4,2,0
36528,37,1,1,1,2364,1,0,12,8,40,4,0,0
36530,41,1,1,0,164,1,0,12,8,150,4,11,0
36531,41,4,2,1,-277,1,0,12,8,431,1,0,0
36532,50,1,1,0,65,1,0,12,8,11,1,0,0
36533,46,0,0,1,98,1,1,12,8,91,1,0,0
36534,34,5,1,1,165,0,0,12,8,99,1,1,0
36535,46,0,1,1,1437,1,0,12,8,49,1,0,0
36537,35,1,1,3,-465,0,0,12,8,158,1,1,0
36538,34,0,0,1,479,1,0,12,8,515,1,5,1
36539,40,1,1,0,780,1,0,12,8,206,1,1,0
36540,37,4,2,2,1148,1,0,12,8,259,1,0,0
36541,41,1,1,0,254,1,0,12,8,25,1,3,0
36542,55,9,2,1,99,1,0,12,8,300,1,3,0
36543,54,6,1,2,66,1,0,12,8,246,2,0,0
36544,43,1,1,0,238,1,1,12,8,178,1,0,0
36545,41,1,1,0,194,1,0,12,8,201,1,0,0
36546,60,0,2,1,860,1,0,12,8,318,1,0,0
36547,48,7,2,1,561,1,0,12,8,214,1,2,0
36548,32,7,1,1,24,1,1,12,8,185,1,0,0
36549,43,4,1,2,703,1,0,12,8,67,1,0,0
36550,32,9,1,1,169,1,0,12,8,85,4,1,0
36551,37,4,0,1,1655,1,0,12,8,178,1,2,0
36552,39,0,0,1,223,1,1,12,8,115,2,0,0
36553,55,9,1,1,-14,1,0,12,8,82,4,0,0
36554,35,7,1,1,211,1,0,12,8,187,1,0,0
36555,32,0,0,2,146,1,0,12,8,69,1,1,0
36556,37,9,1,1,1109,1,0,12,8,62,1,5,0
36557,42,2,0,1,335,1,0,12,8,580,1,0,1
36558,44,4,0,2,2696,1,1,12,8,58,1,0,0
36560,55,1,1,0,2102,1,0,12,8,64,4,1,0
36561,37,7,1,0,0,1,0,12,8,631,1,1,0
36563,46,9,1,1,278,1,0,12,8,207,1,1,0
36564,32,1,1,0,1176,0,0,12,8,104,5,0,0
36566,34,7,1,1,7,1,0,12,8,377,1,1,0
36567,36,0,1,1,419,1,0,12,8,291,5,0,0
36568,46,4,0,1,2,0,0,12,8,115,1,0,0
36569,29,9,1,1,1697,1,0,12,8,87,4,0,0
36570,37,9,1,2,1733,1,0,12,8,524,3,1,0
36571,37,9,2,2,-487,1,0,12,8,358,1,5,0
36572,38,0,0,1,1533,1,0,12,8,366,1,4,0
36573,44,1,1,0,1147,1,0,12,8,23,1,0,0
36574,36,1,2,1,168,1,0,12,8,52,1,0,0
36575,40,1,1,1,1808,1,0,12,8,560,1,0,1
36576,34,9,1,1,439,1,0,12,8,347,1,0,0
36577,59,1,1,1,1635,1,0,12,8,48,1,0,0
36578,32,1,1,1,-32,1,0,12,8,145,1,0,0
36579,28,0,1,1,1119,1,0,12,8,74,1,0,0
36580,30,4,2,2,112,1,1,12,8,451,2,2,0
36581,53,0,2,1,545,1,0,12,8,305,1,1,0
36582,42,1,1,1,88,1,0,12,8,53,2,0,0
36583,39,1,1,1,167,1,1,12,8,612,1,0,1
36584,47,7,1,1,216,1,0,12,8,104,3,2,0
36585,54,5,0,2,349,1,0,12,8,176,2,1,0
36587,38,1,0,1,-90,0,1,12,8,242,1,0,0
36588,33,2,1,2,12,1,0,12,8,137,1,0,0
36589,43,0,0,1,1076,1,0,12,8,223,1,1,0
36590,45,1,1,0,491,1,1,12,8,63,5,1,0
36591,31,1,1,1,43,1,0,12,8,137,1,0,0
36593,40,9,1,0,210,1,0,12,8,22,4,0,0
36594,34,1,2,1,1599,1,0,12,8,59,3,0,0
36597,32,9,1,1,-410,1,1,12,8,179,3,0,0
36598,40,2,1,2,1729,1,0,12,8,85,1,0,0
36602,41,1,1,1,598,1,0,12,8,69,3,11,0
36603,31,1,1,0,63,1,0,12,8,256,1,0,0
36604,50,10,1,0,289,1,0,12,8,300,5,0,0
36605,39,1,1,0,398,1,0,12,8,256,1,0,0
36606,50,1,1,1,173,1,0,12,8,7,5,15,0
36607,36,4,2,2,687,1,0,12,8,43,1,2,0
36608,44,1,2,1,25,1,0,12,8,244,3,0,0
36610,39,1,1,1,1403,1,1,12,8,429,2,0,0
36612,31,1,2,1,17,1,0,12,8,296,1,0,0
36613,41,1,2,1,428,1,0,12,8,92,1,0,0
36614,43,0,1,1,323,1,1,12,8,43,3,2,0
36616,60,5,0,2,-134,0,0,12,8,243,1,4,0
36618,29,2,2,2,135,1,0,12,8,245,1,1,0
36619,34,7,1,1,2825,1,0,12,8,198,1,0,0
36620,33,1,2,1,1794,1,0,12,8,360,1,1,0
36621,33,1,2,1,38,1,0,12,8,139,4,1,0
36622,30,1,1,1,90,1,0,12,8,232,1,0,0
36623,40,3,0,1,1194,1,0,12,8,517,1,2,0
36624,29,4,1,2,20,1,0,12,8,418,1,0,0
36625,37,1,1,1,103,1,0,12,8,153,1,0,0
36626,41,9,2,1,169,1,0,12,8,116,2,0,0
36627,41,0,1,1,1535,1,0,12,8,261,1,1,0
36628,38,7,1,1,1616,1,0,12,8,168,5,3,0
36629,24,1,1,1,1470,1,0,12,8,212,1,0,0
36630,29,1,1,0,7,1,0,12,8,69,3,0,0
36631,40,1,1,0,106,1,0,12,8,23,1,1,0
36632,32,1,1,1,456,0,0,12,8,121,1,0,0
36633,31,0,2,1,1801,1,0,12,8,306,1,0,0
36634,30,0,1,1,265,1,0,12,8,342,1,2,0
36635,30,1,2,0,1803,1,0,12,8,202,2,0,0
36636,48,1,1,0,556,1,0,12,8,22,1,0,0
36637,46,0,1,1,38,1,1,12,8,455,1,0,0
36638,35,9,2,1,449,1,0,12,8,245,1,0,0
36639,43,1,1,0,188,1,0,12,8,58,3,5,0
36640,54,7,0,1,1012,1,0,12,8,33,3,2,0
36641,35,4,1,2,641,1,0,12,8,41,1,0,0
36642,48,4,1,1,-440,1,1,12,8,399,1,0,0
36644,41,1,1,1,10,1,0,12,8,179,1,0,0
36645,30,4,2,2,29,1,0,12,8,174,1,0,0
36646,43,1,2,1,24,0,0,12,8,68,1,1,0
36647,39,1,1,0,476,1,0,12,8,212,1,4,0
36648,37,0,0,1,1573,1,0,12,8,639,3,10,0
36650,43,1,1,0,-404,1,1,12,8,205,2,1,0
36651,41,4,1,0,469,1,1,12,8,344,1,0,0
36652,43,1,1,1,1495,1,0,12,8,141,1,0,0
36653,40,1,1,0,-48,1,0,12,8,113,1,0,0
36655,48,9,0,1,94,1,0,12,8,87,2,0,0
36656,47,7,1,1,311,1,1,12,8,238,1,3,0
36658,49,4,1,2,666,1,0,12,8,337,1,6,0
36659,42,1,1,0,0,0,0,12,8,24,1,0,0
36660,43,1,1,0,56,0,0,12,8,365,2,0,0
36661,32,9,2,1,-1,1,0,12,8,37,1,0,0
36663,41,10,1,1,277,1,0,12,8,152,3,2,0
36664,43,1,1,1,1324,1,0,12,8,179,5,0,0
36665,32,9,1,1,522,1,1,12,8,272,5,4,0
36667,42,1,1,1,3,1,0,12,8,118,1,0,0
36668,44,1,1,0,103,1,0,12,8,79,1,2,0
36669,32,3,1,0,51,1,0,12,8,324,1,0,0
36670,30,7,2,1,-158,1,0,12,8,426,1,2,1
36671,34,1,1,1,-53,1,0,12,8,196,2,1,0
36672,37,3,1,2,166,1,0,12,8,132,1,0,0
36673,33,1,1,0,496,0,0,12,8,151,1,0,0
36674,46,1,1,1,66,1,0,12,8,211,1,3,0
36675,47,1,1,1,-337,1,1,12,8,366,1,0,0
36677,46,9,0,2,147,1,0,12,8,189,1,0,0
36678,34,0,2,1,151,1,0,12,8,590,1,1,1
36679,34,0,0,1,151,1,0,12,8,131,1,1,0
36680,42,9,2,2,-411,1,0,12,8,78,5,3,0
36681,33,1,1,1,798,1,0,12,8,337,1,0,0
36682,25,9,1,2,914,1,0,12,8,185,2,0,0
36683,44,2,0,2,134,1,0,12,8,78,5,0,0
36685,45,1,1,0,0,1,1,12,8,36,3,5,0
36686,30,7,2,1,194,1,0,12,8,74,3,3,0
36687,30,1,1,1,3,1,1,12,8,326,2,0,0
36688,46,4,1,2,125,1,0,12,8,81,5,0,0
36689,48,4,1,1,2204,1,0,12,8,45,1,0,0
36690,56,1,1,0,351,1,0,12,8,179,4,0,0
36691,33,4,1,2,335,0,0,12,8,527,2,0,0
36694,39,7,1,1,636,1,0,12,8,15,1,0,0
36695,36,4,1,1,339,1,0,12,8,279,1,1,0
36696,52,0,0,1,3029,1,1,12,8,65,2,2,0
36697,30,1,1,1,-529,1,0,12,8,416,4,0,0
36698,48,0,0,1,162,1,0,12,8,83,1,4,0
36699,22,8,2,1,246,1,0,12,8,25,1,0,0
36700,51,1,1,0,480,1,0,12,8,189,1,5,0
36701,28,0,2,1,242,1,1,12,8,256,1,1,0
36702,39,4,1,2,266,1,1,12,8,251,1,0,0
36703,48,4,1,1,410,1,0,12,8,116,1,0,0
36705,37,7,1,1,1543,1,0,12,8,451,4,2,0
36706,31,7,2,1,-475,1,0,12,8,232,3,0,0
36707,32,9,1,1,91,1,0,12,8,209,1,0,0
36708,27,4,2,2,498,1,0,12,8,191,1,3,0
36709,37,1,1,1,342,1,0,12,8,340,2,1,0
36711,41,0,0,1,1634,1,1,12,8,16,5,0,0
36712,39,1,1,0,467,1,0,12,8,7,5,30,0
36715,40,1,0,1,-244,1,0,12,8,184,3,0,0
36716,42,9,1,2,246,1,0,12,8,360,2,0,0
36717,48,0,1,1,315,1,0,12,8,165,1,0,0
36718,36,9,0,1,69,1,0,12,8,61,2,3,0
36719,38,1,2,1,0,1,0,12,8,84,3,0,0
36720,51,1,1,0,42,1,0,12,8,51,2,3,0
36722,33,9,2,2,196,1,0,12,8,183,5,0,0
36723,49,2,1,1,89,1,0,12,8,351,1,0,0
36724,38,0,2,1,883,1,0,12,8,95,1,9,0
36725,58,5,1,1,624,1,0,12,8,393,1,0,0
36726,39,0,1,1,607,1,0,12,8,454,2,3,1
36727,32,0,0,1,1288,1,0,12,8,286,1,0,0
36728,32,1,1,1,1787,1,0,12,8,87,4,4,0
36729,45,1,1,1,266,1,0,12,8,277,1,0,0
36732,33,4,1,1,2858,1,1,12,8,175,1,5,0
36733,45,1,1,0,353,1,0,12,8,204,1,1,0
36734,35,9,1,1,451,1,1,12,8,247,1,0,0
36735,35,7,1,1,128,1,0,12,8,136,1,0,0
36736,39,4,2,2,202,1,0,12,8,59,1,1,0
36737,37,1,1,1,-251,1,0,12,8,146,3,1,0
36739,44,7,2,1,492,1,0,12,8,56,1,2,0
36740,32,1,2,1,235,1,0,12,8,482,1,0,0
36741,38,1,1,1,-367,1,1,12,8,354,1,0,0
36742,36,2,2,0,5,0,0,12,8,396,1,3,0
36743,37,1,1,1,6,1,0,12,8,136,2,0,0
36744,32,3,1,1,0,1,0,12,8,549,1,2,0
36745,39,1,2,1,175,0,0,12,8,17,1,2,0
36746,30,1,1,1,0,1,0,12,8,439,1,0,0
36747,37,7,1,1,42,1,0,12,8,107,3,4,0
36748,28,0,1,1,-31,1,0,12,8,369,1,0,0
36749,30,9,0,1,789,1,0,12,8,356,1,0,0
36750,39,4,2,2,0,1,0,12,8,561,4,3,0
36751,47,1,1,3,170,1,0,12,8,175,1,0,0
36752,47,7,1,1,367,1,0,12,8,309,1,4,1
36753,42,4,1,2,0,0,1,12,8,139,3,4,0
36754,59,0,1,1,92,1,0,12,8,139,2,1,0
36756,35,1,2,1,855,1,0,12,8,549,1,1,1
36757,41,1,1,1,449,1,1,12,8,313,2,0,0
36758,28,3,2,1,1,1,0,12,8,395,2,0,0
36759,26,2,1,2,38,1,0,12,8,119,1,5,0
36760,40,7,2,1,1547,1,0,12,8,88,2,1,0
36761,41,1,1,1,552,1,0,12,8,463,1,0,0
36762,31,1,1,1,439,1,0,12,8,232,2,0,0
